PatchID,X,Y,SubpatchNO,K,K StDev,N0,Natal Grounds,Migration Grounds,Genes Initialize,Class Vars,Mortality Out %,Mortality Out StDev,Mortality Back,Mortality Back StDev,Mortality Eggs,Mortality Eggs StDev,Migration Out Prob,Set Migration,Migration Back Prob,Straying Prob,Dispersal Prob,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev,Capture Probability Out,Capture Probability Back,HabitatOut,HabitatBack,Fitness_AA,Fitness_Aa,Fitness_aa,Fitness_BB,Fitness_Bb,Fitness_bb,Fitness_AABB,Fitness_AaBB,Fitness_aaBB,Fitness_AABb,Fitness_AaBb,Fitness_aaBb,Fitness_AAbb,Fitness_Aabb,Fitness_aabb,comp_coef
96,555020.2676968748,4892913.254925521,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,552810.8657365973,4895106.5849091,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,553434.1579419317,4894604.615025235,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,553669.5973078893,4893792.014835417,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,553405.2921508612,4893019.189491269,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,553411.9246771763,4892172.372866692,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,561221.2171354808,4906196.481583991,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.610086206896552,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,561911.025677487,4905611.787402509,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,561935.1726170781,4904694.481702851,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,562304.6490753782,4903907.107996522,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,562767.0793090115,4903086.985695578,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,562787.8216723766,4902248.996270396,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,562559.33070643,4901456.857549315,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,556906.437051335,4893703.978248872,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,557162.4432866424,4892804.600404462,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.655681818181818,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,564243.1076798199,4905135.952592219,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,10.702890173410404,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,563800.9790005179,4904421.195179633,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,10.702890173410404,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,563006.6469512777,4903890.165367873,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,555015.9083825054,4899947.875885119,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.109090909090909,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,555647.9919616808,4899364.369721722,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.109090909090909,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,556431.1613949055,4898802.937563683,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.109090909090909,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,557217.0662835325,4898239.467720481,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.109090909090909,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,558011.3764142322,4897799.587786859,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.109090909090909,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,558370.1854809008,4896976.652123998,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,5.109090909090909,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,563582.969587541,4906488.441036364,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,10.702890173410404,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,562853.0811876152,4906034.025323216,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,562303.7710212499,4905517.630332929,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,11.488618421052632,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,567881.274871045,4905385.467791189,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,10.702890173410404,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,567207.8155141652,4905063.073222047,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,10.702890173410404,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,566488.2549964904,4905057.740465977,1,80,10,80,1,1,random,ClassVars.csv,0,0,0,0,0.68,0,0,N,0,0,0.1,0,0,0,0,10.702890173410404,0,365,0,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
