PatchID,X,Y,K,K StDev,N0,Natal Grounds,Migration Grounds,Class Vars,Mortality Out %,Mortality Back,Mortality Eggs,Migration Out Prob,Migration Back Prob,Straying Prob,Dispersal Prob,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev
29,557930.5197203927,4899470.135381841,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,15.8|15.84|15.88|15.92|15.96|16|16.04|16.08|16.12|16.16|16.2|16.24|16.28|16.32|16.36|16.4|16.44|16.48|16.52|16.56|16.6|16.64|16.68|16.72|16.76|16.8|16.84|16.88|16.92|16.96|17|17.04|17.08|17.12|17.16|17.2|17.24|17.28|17.32|17.36|17.4|17.44|17.48|17.52|17.56|17.6|17.64|17.68|17.72|17.76|17.8|17.84,0,365,0
30,557912.6356223669,4898486.515588823,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,5.10909090909091|5.14909090909091|5.18909090909091|5.22909090909091|5.26909090909091|5.30909090909091|5.34909090909091|5.38909090909091|5.42909090909091|5.46909090909091|5.50909090909091|5.54909090909091|5.58909090909091|5.62909090909091|5.66909090909091|5.70909090909091|5.74909090909091|5.78909090909091|5.82909090909091|5.86909090909091|5.90909090909091|5.94909090909091|5.98909090909091|6.02909090909091|6.06909090909091|6.10909090909091|6.14909090909091|6.18909090909091|6.22909090909091|6.26909090909091|6.30909090909091|6.34909090909091|6.38909090909091|6.42909090909091|6.46909090909091|6.50909090909091|6.54909090909091|6.58909090909091|6.62909090909091|6.66909090909091|6.70909090909091|6.74909090909091|6.78909090909091|6.82909090909091|6.86909090909091|6.90909090909091|6.94909090909091|6.98909090909091|7.02909090909091|7.06909090909091|7.10909090909091|7.14909090909091,0,365,0
31,557474.8883800087,4903290.386411769,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
32,558042.2029458382,4903995.542055484,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
33,561937.0350707846,4906013.417761456,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.4886184210526|11.5286184210526|11.5686184210526|11.6086184210526|11.6486184210526|11.6886184210526|11.7286184210526|11.7686184210526|11.8086184210526|11.8486184210526|11.8886184210526|11.9286184210526|11.9686184210526|12.0086184210526|12.0486184210526|12.0886184210526|12.1286184210526|12.1686184210526|12.2086184210526|12.2486184210526|12.2886184210526|12.3286184210526|12.3686184210526|12.4086184210526|12.4486184210526|12.4886184210526|12.5286184210526|12.5686184210526|12.6086184210526|12.6486184210526|12.6886184210526|12.7286184210526|12.7686184210526|12.8086184210526|12.8486184210526|12.8886184210526|12.9286184210526|12.9686184210526|13.0086184210526|13.0486184210526|13.0886184210526|13.1286184210526|13.1686184210526|13.2086184210526|13.2486184210526|13.2886184210526|13.3286184210526|13.3686184210526|13.4086184210526|13.4486184210526|13.4886184210526|13.5286184210526,0,365,0
34,565498.4085252832,4907037.963963212,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
35,566080.0977906636,4906296.033111541,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
36,558735.0238578571,4896299.212579836,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,5.10909090909091|5.14909090909091|5.18909090909091|5.22909090909091|5.26909090909091|5.30909090909091|5.34909090909091|5.38909090909091|5.42909090909091|5.46909090909091|5.50909090909091|5.54909090909091|5.58909090909091|5.62909090909091|5.66909090909091|5.70909090909091|5.74909090909091|5.78909090909091|5.82909090909091|5.86909090909091|5.90909090909091|5.94909090909091|5.98909090909091|6.02909090909091|6.06909090909091|6.10909090909091|6.14909090909091|6.18909090909091|6.22909090909091|6.26909090909091|6.30909090909091|6.34909090909091|6.38909090909091|6.42909090909091|6.46909090909091|6.50909090909091|6.54909090909091|6.58909090909091|6.62909090909091|6.66909090909091|6.70909090909091|6.74909090909091|6.78909090909091|6.82909090909091|6.86909090909091|6.90909090909091|6.94909090909091|6.98909090909091|7.02909090909091|7.06909090909091|7.10909090909091|7.14909090909091,0,365,0
37,558781.662289753,4895374.959728357,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,4.85454545454545|4.89454545454545|4.93454545454545|4.97454545454545|5.01454545454545|5.05454545454545|5.09454545454545|5.13454545454545|5.17454545454545|5.21454545454545|5.25454545454545|5.29454545454545|5.33454545454545|5.37454545454545|5.41454545454545|5.45454545454546|5.49454545454546|5.53454545454546|5.57454545454546|5.61454545454546|5.65454545454546|5.69454545454546|5.73454545454546|5.77454545454546|5.81454545454546|5.85454545454546|5.89454545454546|5.93454545454546|5.97454545454546|6.01454545454546|6.05454545454546|6.09454545454546|6.13454545454546|6.17454545454546|6.21454545454546|6.25454545454546|6.29454545454546|6.33454545454546|6.37454545454546|6.41454545454546|6.45454545454546|6.49454545454546|6.53454545454546|6.57454545454546|6.61454545454546|6.65454545454546|6.69454545454546|6.73454545454546|6.77454545454546|6.81454545454546|6.85454545454546|6.89454545454546,0,365,0
38,559051.3280931921,4894450.700266115,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,4.85454545454545|4.89454545454545|4.93454545454545|4.97454545454545|5.01454545454545|5.05454545454545|5.09454545454545|5.13454545454545|5.17454545454545|5.21454545454545|5.25454545454545|5.29454545454545|5.33454545454545|5.37454545454545|5.41454545454545|5.45454545454546|5.49454545454546|5.53454545454546|5.57454545454546|5.61454545454546|5.65454545454546|5.69454545454546|5.73454545454546|5.77454545454546|5.81454545454546|5.85454545454546|5.89454545454546|5.93454545454546|5.97454545454546|6.01454545454546|6.05454545454546|6.09454545454546|6.13454545454546|6.17454545454546|6.21454545454546|6.25454545454546|6.29454545454546|6.33454545454546|6.37454545454546|6.41454545454546|6.45454545454546|6.49454545454546|6.53454545454546|6.57454545454546|6.61454545454546|6.65454545454546|6.69454545454546|6.73454545454546|6.77454545454546|6.81454545454546|6.85454545454546|6.89454545454546,0,365,0
39,559104.2603749295,4893553.576540495,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,4.85454545454545|4.89454545454545|4.93454545454545|4.97454545454545|5.01454545454545|5.05454545454545|5.09454545454545|5.13454545454545|5.17454545454545|5.21454545454545|5.25454545454545|5.29454545454545|5.33454545454545|5.37454545454545|5.41454545454545|5.45454545454546|5.49454545454546|5.53454545454546|5.57454545454546|5.61454545454546|5.65454545454546|5.69454545454546|5.73454545454546|5.77454545454546|5.81454545454546|5.85454545454546|5.89454545454546|5.93454545454546|5.97454545454546|6.01454545454546|6.05454545454546|6.09454545454546|6.13454545454546|6.17454545454546|6.21454545454546|6.25454545454546|6.29454545454546|6.33454545454546|6.37454545454546|6.41454545454546|6.45454545454546|6.49454545454546|6.53454545454546|6.57454545454546|6.61454545454546|6.65454545454546|6.69454545454546|6.73454545454546|6.77454545454546|6.81454545454546|6.85454545454546|6.89454545454546,0,365,0
40,558423.5202048713,4892818.733396914,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,4.85454545454545|4.89454545454545|4.93454545454545|4.97454545454545|5.01454545454545|5.05454545454545|5.09454545454545|5.13454545454545|5.17454545454545|5.21454545454545|5.25454545454545|5.29454545454545|5.33454545454545|5.37454545454545|5.41454545454545|5.45454545454546|5.49454545454546|5.53454545454546|5.57454545454546|5.61454545454546|5.65454545454546|5.69454545454546|5.73454545454546|5.77454545454546|5.81454545454546|5.85454545454546|5.89454545454546|5.93454545454546|5.97454545454546|6.01454545454546|6.05454545454546|6.09454545454546|6.13454545454546|6.17454545454546|6.21454545454546|6.25454545454546|6.29454545454546|6.33454545454546|6.37454545454546|6.41454545454546|6.45454545454546|6.49454545454546|6.53454545454546|6.57454545454546|6.61454545454546|6.65454545454546|6.69454545454546|6.73454545454546|6.77454545454546|6.81454545454546|6.85454545454546|6.89454545454546,0,365,0
41,557681.9467702657,4892207.424911734,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,5.65568181818182|5.69568181818182|5.73568181818182|5.77568181818182|5.81568181818182|5.85568181818182|5.89568181818182|5.93568181818182|5.97568181818182|6.01568181818182|6.05568181818182|6.09568181818182|6.13568181818182|6.17568181818182|6.21568181818182|6.25568181818182|6.29568181818182|6.33568181818182|6.37568181818182|6.41568181818182|6.45568181818182|6.49568181818182|6.53568181818182|6.57568181818182|6.61568181818182|6.65568181818182|6.69568181818182|6.73568181818182|6.77568181818182|6.81568181818182|6.85568181818182|6.89568181818182|6.93568181818182|6.97568181818182|7.01568181818182|7.05568181818182|7.09568181818182|7.13568181818182|7.17568181818182|7.21568181818182|7.25568181818182|7.29568181818182|7.33568181818182|7.37568181818182|7.41568181818182|7.45568181818182|7.49568181818182|7.53568181818182|7.57568181818182|7.61568181818182|7.65568181818182|7.69568181818182,0,365,0
42,556734.4919825464,4892428.905540448,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,5.65568181818182|5.69568181818182|5.73568181818182|5.77568181818182|5.81568181818182|5.85568181818182|5.89568181818182|5.93568181818182|5.97568181818182|6.01568181818182|6.05568181818182|6.09568181818182|6.13568181818182|6.17568181818182|6.21568181818182|6.25568181818182|6.29568181818182|6.33568181818182|6.37568181818182|6.41568181818182|6.45568181818182|6.49568181818182|6.53568181818182|6.57568181818182|6.61568181818182|6.65568181818182|6.69568181818182|6.73568181818182|6.77568181818182|6.81568181818182|6.85568181818182|6.89568181818182|6.93568181818182|6.97568181818182|7.01568181818182|7.05568181818182|7.09568181818182|7.13568181818182|7.17568181818182|7.21568181818182|7.25568181818182|7.29568181818182|7.33568181818182|7.37568181818182|7.41568181818182|7.45568181818182|7.49568181818182|7.53568181818182|7.57568181818182|7.61568181818182|7.65568181818182|7.69568181818182,0,365,0
43,555916.2268094788,4892027.519290903,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,5.65568181818182|5.69568181818182|5.73568181818182|5.77568181818182|5.81568181818182|5.85568181818182|5.89568181818182|5.93568181818182|5.97568181818182|6.01568181818182|6.05568181818182|6.09568181818182|6.13568181818182|6.17568181818182|6.21568181818182|6.25568181818182|6.29568181818182|6.33568181818182|6.37568181818182|6.41568181818182|6.45568181818182|6.49568181818182|6.53568181818182|6.57568181818182|6.61568181818182|6.65568181818182|6.69568181818182|6.73568181818182|6.77568181818182|6.81568181818182|6.85568181818182|6.89568181818182|6.93568181818182|6.97568181818182|7.01568181818182|7.05568181818182|7.09568181818182|7.13568181818182|7.17568181818182|7.21568181818182|7.25568181818182|7.29568181818182|7.33568181818182|7.37568181818182|7.41568181818182|7.45568181818182|7.49568181818182|7.53568181818182|7.57568181818182|7.61568181818182|7.65568181818182|7.69568181818182,0,365,0
44,555167.4195768557,4891360.678603725,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,5.65568181818182|5.69568181818182|5.73568181818182|5.77568181818182|5.81568181818182|5.85568181818182|5.89568181818182|5.93568181818182|5.97568181818182|6.01568181818182|6.05568181818182|6.09568181818182|6.13568181818182|6.17568181818182|6.21568181818182|6.25568181818182|6.29568181818182|6.33568181818182|6.37568181818182|6.41568181818182|6.45568181818182|6.49568181818182|6.53568181818182|6.57568181818182|6.61568181818182|6.65568181818182|6.69568181818182|6.73568181818182|6.77568181818182|6.81568181818182|6.85568181818182|6.89568181818182|6.93568181818182|6.97568181818182|7.01568181818182|7.05568181818182|7.09568181818182|7.13568181818182|7.17568181818182|7.21568181818182|7.25568181818182|7.29568181818182|7.33568181818182|7.37568181818182|7.41568181818182|7.45568181818182|7.49568181818182|7.53568181818182|7.57568181818182|7.61568181818182|7.65568181818182|7.69568181818182,0,365,0
45,554296.4784318481,4891227.919776289,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,5.65568181818182|5.69568181818182|5.73568181818182|5.77568181818182|5.81568181818182|5.85568181818182|5.89568181818182|5.93568181818182|5.97568181818182|6.01568181818182|6.05568181818182|6.09568181818182|6.13568181818182|6.17568181818182|6.21568181818182|6.25568181818182|6.29568181818182|6.33568181818182|6.37568181818182|6.41568181818182|6.45568181818182|6.49568181818182|6.53568181818182|6.57568181818182|6.61568181818182|6.65568181818182|6.69568181818182|6.73568181818182|6.77568181818182|6.81568181818182|6.85568181818182|6.89568181818182|6.93568181818182|6.97568181818182|7.01568181818182|7.05568181818182|7.09568181818182|7.13568181818182|7.17568181818182|7.21568181818182|7.25568181818182|7.29568181818182|7.33568181818182|7.37568181818182|7.41568181818182|7.45568181818182|7.49568181818182|7.53568181818182|7.57568181818182|7.61568181818182|7.65568181818182|7.69568181818182,0,365,0
46,565809.3896983522,4904670.835157822,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
47,565151.7304789985,4904211.804245171,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
48,564702.9172677976,4903467.359004173,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
49,564458.9434206884,4902628.241022556,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
50,563790.0759318614,4901934.52334185,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
51,563042.8417509531,4901328.500467743,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.4886184210526|11.5286184210526|11.5686184210526|11.6086184210526|11.6486184210526|11.6886184210526|11.7286184210526|11.7686184210526|11.8086184210526|11.8486184210526|11.8886184210526|11.9286184210526|11.9686184210526|12.0086184210526|12.0486184210526|12.0886184210526|12.1286184210526|12.1686184210526|12.2086184210526|12.2486184210526|12.2886184210526|12.3286184210526|12.3686184210526|12.4086184210526|12.4486184210526|12.4886184210526|12.5286184210526|12.5686184210526|12.6086184210526|12.6486184210526|12.6886184210526|12.7286184210526|12.7686184210526|12.8086184210526|12.8486184210526|12.8886184210526|12.9286184210526|12.9686184210526|13.0086184210526|13.0486184210526|13.0886184210526|13.1286184210526|13.1686184210526|13.2086184210526|13.2486184210526|13.2886184210526|13.3286184210526|13.3686184210526|13.4086184210526|13.4486184210526|13.4886184210526|13.5286184210526,0,365,0
52,562293.070874624,4900740.530225175,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.4886184210526|11.5286184210526|11.5686184210526|11.6086184210526|11.6486184210526|11.6886184210526|11.7286184210526|11.7686184210526|11.8086184210526|11.8486184210526|11.8886184210526|11.9286184210526|11.9686184210526|12.0086184210526|12.0486184210526|12.0886184210526|12.1286184210526|12.1686184210526|12.2086184210526|12.2486184210526|12.2886184210526|12.3286184210526|12.3686184210526|12.4086184210526|12.4486184210526|12.4886184210526|12.5286184210526|12.5686184210526|12.6086184210526|12.6486184210526|12.6886184210526|12.7286184210526|12.7686184210526|12.8086184210526|12.8486184210526|12.8886184210526|12.9286184210526|12.9686184210526|13.0086184210526|13.0486184210526|13.0886184210526|13.1286184210526|13.1686184210526|13.2086184210526|13.2486184210526|13.2886184210526|13.3286184210526|13.3686184210526|13.4086184210526|13.4486184210526|13.4886184210526|13.5286184210526,0,365,0
53,561645.1598088337,4900348.31361823,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.4886184210526|11.5286184210526|11.5686184210526|11.6086184210526|11.6486184210526|11.6886184210526|11.7286184210526|11.7686184210526|11.8086184210526|11.8486184210526|11.8886184210526|11.9286184210526|11.9686184210526|12.0086184210526|12.0486184210526|12.0886184210526|12.1286184210526|12.1686184210526|12.2086184210526|12.2486184210526|12.2886184210526|12.3286184210526|12.3686184210526|12.4086184210526|12.4486184210526|12.4886184210526|12.5286184210526|12.5686184210526|12.6086184210526|12.6486184210526|12.6886184210526|12.7286184210526|12.7686184210526|12.8086184210526|12.8486184210526|12.8886184210526|12.9286184210526|12.9686184210526|13.0086184210526|13.0486184210526|13.0886184210526|13.1286184210526|13.1686184210526|13.2086184210526|13.2486184210526|13.2886184210526|13.3286184210526|13.3686184210526|13.4086184210526|13.4486184210526|13.4886184210526|13.5286184210526,0,365,0
54,558684.4145903791,4905224.522366599,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
55,558637.0593113187,4904426.96486112,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
56,558666.5862909184,4903659.091282623,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
