PatchID,X,Y,K,K StDev,N0,Natal Grounds,Migration Grounds,Class Vars,Mortality Out %,Mortality Back,Mortality Eggs,Migration Out Prob,Migration Back Prob,Straying Prob,Dispersal Prob,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev
57,559162.515739549,4902909.25584453,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
58,559914.2426508877,4902597.340467917,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
59,560543.2315689125,4902000.796842984,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
60,561015.0517142453,4901279.545273875,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
61,561032.1696763481,4900389.081851316,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.6100862068966|11.6500862068966|11.6900862068966|11.7300862068965|11.7700862068965|11.8100862068965|11.8500862068965|11.8900862068965|11.9300862068965|11.9700862068965|12.0100862068965|12.0500862068965|12.0900862068965|12.1300862068965|12.1700862068965|12.2100862068965|12.2500862068965|12.2900862068965|12.3300862068965|12.3700862068965|12.4100862068965|12.4500862068965|12.4900862068965|12.5300862068965|12.5700862068965|12.6100862068965|12.6500862068965|12.6900862068965|12.7300862068965|12.7700862068965|12.8100862068965|12.8500862068965|12.8900862068965|12.9300862068965|12.9700862068965|13.0100862068965|13.0500862068965|13.0900862068965|13.1300862068965|13.1700862068965|13.2100862068965|13.2500862068965|13.2900862068965|13.3300862068965|13.3700862068965|13.4100862068965|13.4500862068965|13.4900862068965|13.5300862068965|13.5700862068965|13.6100862068965|13.6500862068965,0,365,0
62,569295.6018920061,4897823.993267342,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,9.8|9.84|9.88|9.92|9.96|10|10.04|10.08|10.12|10.16|10.2|10.24|10.28|10.32|10.36|10.4|10.44|10.48|10.52|10.56|10.6|10.64|10.68|10.72|10.76|10.8|10.84|10.88|10.92|10.96|11|11.04|11.08|11.12|11.16|11.2|11.24|11.28|11.32|11.36|11.4|11.44|11.48|11.52|11.56|11.6|11.64|11.68|11.72|11.76|11.8|11.84,0,365,0
63,568434.8582452278,4897948.030253926,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
64,567591.9069407261,4898185.357070829,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
65,566811.1036866779,4897738.255554721,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
66,566076.5957905357,4897593.90641212,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
67,565238.9228783777,4897863.312841028,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
68,564392.731931978,4898054.342467397,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.2508670520231|11.2908670520231|11.3308670520231|11.3708670520231|11.4108670520231|11.4508670520231|11.4908670520231|11.5308670520231|11.5708670520231|11.6108670520231|11.6508670520231|11.6908670520231|11.7308670520231|11.7708670520231|11.8108670520231|11.8508670520231|11.8908670520231|11.9308670520231|11.9708670520231|12.0108670520231|12.0508670520231|12.0908670520231|12.1308670520231|12.1708670520231|12.2108670520231|12.2508670520231|12.2908670520231|12.3308670520231|12.3708670520231|12.4108670520231|12.4508670520231|12.4908670520231|12.5308670520231|12.5708670520231|12.6108670520231|12.6508670520231|12.6908670520231|12.7308670520231|12.7708670520231|12.8108670520231|12.8508670520231|12.8908670520231|12.9308670520231|12.9708670520231|13.0108670520231|13.0508670520231|13.0908670520231|13.1308670520231|13.1708670520231|13.2108670520231|13.2508670520231|13.2908670520231,0,365,0
69,563567.1533562278,4898061.022741571,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.2508670520231|11.2908670520231|11.3308670520231|11.3708670520231|11.4108670520231|11.4508670520231|11.4908670520231|11.5308670520231|11.5708670520231|11.6108670520231|11.6508670520231|11.6908670520231|11.7308670520231|11.7708670520231|11.8108670520231|11.8508670520231|11.8908670520231|11.9308670520231|11.9708670520231|12.0108670520231|12.0508670520231|12.0908670520231|12.1308670520231|12.1708670520231|12.2108670520231|12.2508670520231|12.2908670520231|12.3308670520231|12.3708670520231|12.4108670520231|12.4508670520231|12.4908670520231|12.5308670520231|12.5708670520231|12.6108670520231|12.6508670520231|12.6908670520231|12.7308670520231|12.7708670520231|12.8108670520231|12.8508670520231|12.8908670520231|12.9308670520231|12.9708670520231|13.0108670520231|13.0508670520231|13.0908670520231|13.1308670520231|13.1708670520231|13.2108670520231|13.2508670520231|13.2908670520231,0,365,0
70,562732.987463398,4897947.149799815,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.2508670520231|11.2908670520231|11.3308670520231|11.3708670520231|11.4108670520231|11.4508670520231|11.4908670520231|11.5308670520231|11.5708670520231|11.6108670520231|11.6508670520231|11.6908670520231|11.7308670520231|11.7708670520231|11.8108670520231|11.8508670520231|11.8908670520231|11.9308670520231|11.9708670520231|12.0108670520231|12.0508670520231|12.0908670520231|12.1308670520231|12.1708670520231|12.2108670520231|12.2508670520231|12.2908670520231|12.3308670520231|12.3708670520231|12.4108670520231|12.4508670520231|12.4908670520231|12.5308670520231|12.5708670520231|12.6108670520231|12.6508670520231|12.6908670520231|12.7308670520231|12.7708670520231|12.8108670520231|12.8508670520231|12.8908670520231|12.9308670520231|12.9708670520231|13.0108670520231|13.0508670520231|13.0908670520231|13.1308670520231|13.1708670520231|13.2108670520231|13.2508670520231|13.2908670520231,0,365,0
71,562000.6275275887,4897551.266931972,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,11.2508670520231|11.2908670520231|11.3308670520231|11.3708670520231|11.4108670520231|11.4508670520231|11.4908670520231|11.5308670520231|11.5708670520231|11.6108670520231|11.6508670520231|11.6908670520231|11.7308670520231|11.7708670520231|11.8108670520231|11.8508670520231|11.8908670520231|11.9308670520231|11.9708670520231|12.0108670520231|12.0508670520231|12.0908670520231|12.1308670520231|12.1708670520231|12.2108670520231|12.2508670520231|12.2908670520231|12.3308670520231|12.3708670520231|12.4108670520231|12.4508670520231|12.4908670520231|12.5308670520231|12.5708670520231|12.6108670520231|12.6508670520231|12.6908670520231|12.7308670520231|12.7708670520231|12.8108670520231|12.8508670520231|12.8908670520231|12.9308670520231|12.9708670520231|13.0108670520231|13.0508670520231|13.0908670520231|13.1308670520231|13.1708670520231|13.2108670520231|13.2508670520231|13.2908670520231,0,365,0
72,561380.2909601913,4897565.491470465,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,15.8|15.84|15.88|15.92|15.96|16|16.04|16.08|16.12|16.16|16.2|16.24|16.28|16.32|16.36|16.4|16.44|16.48|16.52|16.56|16.6|16.64|16.68|16.72|16.76|16.8|16.84|16.88|16.92|16.96|17|17.04|17.08|17.12|17.16|17.2|17.24|17.28|17.32|17.36|17.4|17.44|17.48|17.52|17.56|17.6|17.64|17.68|17.72|17.76|17.8|17.84,0,365,0
73,560759.0487293736,4896987.800287671,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,15.8|15.84|15.88|15.92|15.96|16|16.04|16.08|16.12|16.16|16.2|16.24|16.28|16.32|16.36|16.4|16.44|16.48|16.52|16.56|16.6|16.64|16.68|16.72|16.76|16.8|16.84|16.88|16.92|16.96|17|17.04|17.08|17.12|17.16|17.2|17.24|17.28|17.32|17.36|17.4|17.44|17.48|17.52|17.56|17.6|17.64|17.68|17.72|17.76|17.8|17.84,0,365,0
74,560253.3201963388,4896335.195065461,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,4.85454545454545|4.89454545454545|4.93454545454545|4.97454545454545|5.01454545454545|5.05454545454545|5.09454545454545|5.13454545454545|5.17454545454545|5.21454545454545|5.25454545454545|5.29454545454545|5.33454545454545|5.37454545454545|5.41454545454545|5.45454545454546|5.49454545454546|5.53454545454546|5.57454545454546|5.61454545454546|5.65454545454546|5.69454545454546|5.73454545454546|5.77454545454546|5.81454545454546|5.85454545454546|5.89454545454546|5.93454545454546|5.97454545454546|6.01454545454546|6.05454545454546|6.09454545454546|6.13454545454546|6.17454545454546|6.21454545454546|6.25454545454546|6.29454545454546|6.33454545454546|6.37454545454546|6.41454545454546|6.45454545454546|6.49454545454546|6.53454545454546|6.57454545454546|6.61454545454546|6.65454545454546|6.69454545454546|6.73454545454546|6.77454545454546|6.81454545454546|6.85454545454546|6.89454545454546,0,365,0
75,559691.3693173635,4895914.706166453,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,4.85454545454545|4.89454545454545|4.93454545454545|4.97454545454545|5.01454545454545|5.05454545454545|5.09454545454545|5.13454545454545|5.17454545454545|5.21454545454545|5.25454545454545|5.29454545454545|5.33454545454545|5.37454545454545|5.41454545454545|5.45454545454546|5.49454545454546|5.53454545454546|5.57454545454546|5.61454545454546|5.65454545454546|5.69454545454546|5.73454545454546|5.77454545454546|5.81454545454546|5.85454545454546|5.89454545454546|5.93454545454546|5.97454545454546|6.01454545454546|6.05454545454546|6.09454545454546|6.13454545454546|6.17454545454546|6.21454545454546|6.25454545454546|6.29454545454546|6.33454545454546|6.37454545454546|6.41454545454546|6.45454545454546|6.49454545454546|6.53454545454546|6.57454545454546|6.61454545454546|6.65454545454546|6.69454545454546|6.73454545454546|6.77454545454546|6.81454545454546|6.85454545454546|6.89454545454546,0,365,0
76,559145.8118030237,4895250.921389026,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,4.85454545454545|4.89454545454545|4.93454545454545|4.97454545454545|5.01454545454545|5.05454545454545|5.09454545454545|5.13454545454545|5.17454545454545|5.21454545454545|5.25454545454545|5.29454545454545|5.33454545454545|5.37454545454545|5.41454545454545|5.45454545454546|5.49454545454546|5.53454545454546|5.57454545454546|5.61454545454546|5.65454545454546|5.69454545454546|5.73454545454546|5.77454545454546|5.81454545454546|5.85454545454546|5.89454545454546|5.93454545454546|5.97454545454546|6.01454545454546|6.05454545454546|6.09454545454546|6.13454545454546|6.17454545454546|6.21454545454546|6.25454545454546|6.29454545454546|6.33454545454546|6.37454545454546|6.41454545454546|6.45454545454546|6.49454545454546|6.53454545454546|6.57454545454546|6.61454545454546|6.65454545454546|6.69454545454546|6.73454545454546|6.77454545454546|6.81454545454546|6.85454545454546|6.89454545454546,0,365,0
77,568507.1552444776,4895729.843487248,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,9.8|9.84|9.88|9.92|9.96|10|10.04|10.08|10.12|10.16|10.2|10.24|10.28|10.32|10.36|10.4|10.44|10.48|10.52|10.56|10.6|10.64|10.68|10.72|10.76|10.8|10.84|10.88|10.92|10.96|11|11.04|11.08|11.12|11.16|11.2|11.24|11.28|11.32|11.36|11.4|11.44|11.48|11.52|11.56|11.6|11.64|11.68|11.72|11.76|11.8|11.84,0,365,0
78,567615.8502540119,4895687.875982677,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
79,566804.2202408871,4896157.772069182,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
80,566500.3170083733,4897005.05482796,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,8.84310344827586|8.88310344827586|8.92310344827586|8.96310344827586|9.00310344827586|9.04310344827586|9.08310344827586|9.12310344827586|9.16310344827586|9.20310344827585|9.24310344827585|9.28310344827585|9.32310344827585|9.36310344827585|9.40310344827585|9.44310344827585|9.48310344827585|9.52310344827585|9.56310344827585|9.60310344827585|9.64310344827584|9.68310344827584|9.72310344827584|9.76310344827584|9.80310344827584|9.84310344827584|9.88310344827584|9.92310344827584|9.96310344827584|10.0031034482758|10.0431034482758|10.0831034482758|10.1231034482758|10.1631034482758|10.2031034482758|10.2431034482758|10.2831034482758|10.3231034482758|10.3631034482758|10.4031034482758|10.4431034482758|10.4831034482758|10.5231034482758|10.5631034482758|10.6031034482758|10.6431034482758|10.6831034482758|10.7231034482758|10.7631034482758|10.8031034482758|10.8431034482758|10.8831034482758,0,365,0
81,567390.1739965802,4907648.898319432,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
82,566886.091298344,4906903.260733748,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
83,566419.8191701303,4906143.28051098,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
84,566172.0237786295,4905313.36301849,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
85,567319.8880223783,4901480.176601957,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
86,566608.4827385686,4901015.497134597,80,0,80,1,1,ClassVars.csv,0,0,0.68,0,0,0,0.01,0,0,0,0,10.7028901734104|10.7428901734104|10.7828901734104|10.8228901734104|10.8628901734104|10.9028901734104|10.9428901734104|10.9828901734104|11.0228901734104|11.0628901734104|11.1028901734104|11.1428901734104|11.1828901734104|11.2228901734104|11.2628901734104|11.3028901734104|11.3428901734104|11.3828901734104|11.4228901734104|11.4628901734104|11.5028901734104|11.5428901734104|11.5828901734104|11.6228901734104|11.6628901734104|11.7028901734104|11.7428901734104|11.7828901734104|11.8228901734104|11.8628901734104|11.9028901734104|11.9428901734104|11.9828901734104|12.0228901734104|12.0628901734104|12.1028901734104|12.1428901734104|12.1828901734104|12.2228901734104|12.2628901734104|12.3028901734104|12.3428901734104|12.3828901734104|12.4228901734104|12.4628901734104|12.5028901734104|12.5428901734104|12.5828901734104|12.6228901734104|12.6628901734104|12.7028901734104|12.7428901734104,0,365,0
